Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
RNU2-5P,7.599890275,-0.043724377,0.098335992,0.163234382,0.55245729
ATAD1,37.6303881,0.056520901,0.082196556,0.246078338,0.645855119
GFM2,22.49916041,0.056626024,0.082138177,0.246957079,0.646576969
REXO2,23.24797562,0.055793112,0.08629453,0.241863035,0.642428625
RASSF3,30.13268525,-0.123195496,0.15324715,0.525885151,0.831411362
ACADVL,119.9358826,0.05590987,0.086312684,0.242728176,0.643394994
DHX15,79.97630521,0.055960331,0.065633052,0.24313162,0.643974874
RPL23AP36,5.138858487,-0.047155516,0.097848446,0.187010856,0.582396376
WASH2P,5.716594186,-0.049174046,0.095792226,0.200480423,0.600390063
LINC00278,4.424284593,0.030308649,0.095799259,0.073745183,NA
HCG4B,1.898967238,-0.035400911,0.097241193,0.107327765,NA
MOB4,12.59688089,0.054921442,0.088212257,0.237440469,0.638051418
PCBD2,8.463880056,-0.051924069,0.094645838,0.218849966,0.619916587
LOC124902824,5.463733501,-0.044616945,0.098149789,0.170713231,0.563433886
UTRN,130.1282186,-0.053010934,0.089397709,0.225879949,0.626239017
GINS2,7.113164266,-0.03738153,0.097636735,0.121375082,0.495206517
CNTD1,1.778090019,-0.03807261,0.0978985,0.126162916,NA
SGSM2,18.54604927,-0.055476184,0.086880982,0.241633277,0.642428625
ENPEP,5.229099923,0.044490453,0.09822228,0.170172527,0.563433886
CDKL1,6.218803348,-0.049009853,0.096856379,0.200365483,0.600337131
MRI1,11.64805814,-0.052584504,0.093616625,0.223738368,0.623873845
CCDC69,22.25409615,0.049234237,0.096883189,0.202115782,0.601520601
SPRTN,10.41009051,0.05467177,0.089445774,0.236985965,0.637910019
CCDC51,10.98051128,0.053579624,0.091251564,0.230210998,0.630559686
ZNF542P,8.946370182,-0.048031585,0.097197719,0.194323717,0.592442367
ITGAL,8.265455593,-0.049549541,0.096663919,0.204351089,0.603300534
IKBIP,13.07919016,0.05230888,0.094028955,0.222315398,0.622793393
ATP5F1B,411.631152,0.054036111,0.090725141,0.233355343,0.633613619
KDM3B,54.93557593,-0.056489781,0.072854596,0.24874359,0.647751786
PECR,10.3125346,-0.050011819,0.096144298,0.207734665,0.606346
ZFTRAF1,11.37747132,-0.050274017,0.095878706,0.209462644,0.608977398
RNU7-119P,9.957818272,-0.037517944,0.097622737,0.123134444,0.497914367
CLPTM1,34.99072401,0.055815689,0.08487664,0.244729069,0.645109627
NDUFA5P11,7.635223252,-0.051110415,0.095402056,0.21502655,0.614888266
MAN1B1,25.88361191,0.056478185,0.075697896,0.248904549,0.647833759
MIR3164,7.191753707,-0.064574978,0.119739676,0.296321122,0.694270643
SEC24D,40.57178336,0.055618864,0.086430025,0.243685111,0.644644609
LOC100420057,6.945184926,-0.051164633,0.095375015,0.215548076,0.615769409
BLOC1S2,23.26031004,0.055766911,0.084440682,0.24482216,0.645109627
CYRIA,14.33091381,0.048882514,0.096920238,0.201013483,0.600390063
MIR3134,17.21497627,0.045820839,0.0980146,0.180629905,0.575058204
CENPW,12.81553104,0.044368109,0.098267272,0.170831953,0.563433886
MLF1,15.28053251,0.046126321,0.098180935,0.182735194,0.577826221
PWWP2B,17.01730935,0.053537375,0.091430298,0.231245504,0.631386404
PAFAH1B1,34.48663446,0.056429211,0.07149745,0.24926681,0.648184573
HSF4,13.34730317,-0.046538428,0.097581632,0.185590465,0.581295548
KLHL26,4.452650885,-0.047611439,0.09776774,0.192839792,NA
CLASP1,37.23450466,0.055813884,0.065966201,0.245652987,0.645370032
RPL10AP13,4.03833808,-0.036053672,0.097332271,0.113869414,NA
ZNF707,4.661904129,-0.047548454,0.097717146,0.192672182,0.59044701
POLE,9.867599487,-0.050472201,0.095708785,0.211980973,0.611420908
RHOQ-AS1,10.14100735,0.049693389,0.096170624,0.206917581,0.605894654
IGHV3-15,403.3491441,0.03653188,0.097512786,0.117427377,0.489946937
RPL31P34,2.353965406,-0.034620158,0.096993456,0.104405019,NA
DGKD,26.48598136,-0.048370591,0.09677844,0.198513935,0.599186271
MPC1,46.2812971,-0.055162868,0.08606718,0.242281451,0.64279532
STEEP1,30.08461078,-0.05497254,0.0883879,0.241145016,0.642340139
PPCDC,9.43051344,0.052771767,0.0913885,0.227386647,0.627172652
CDC16,45.35100418,0.056469623,0.078574433,0.250809125,0.650085471
CAB39,71.82551803,0.05651298,0.077990689,0.251156052,0.650656553
CENPBD1P,8.020755725,-0.051049932,0.095242218,0.216673114,0.616971098
EPB41L1,12.3303089,-0.050349809,0.095364182,0.212218474,0.61163456
CYP27B1,5.280504046,-0.03822896,0.097728279,0.129899271,0.506098971
ARGLU1,101.4846711,0.054018605,0.090909788,0.236311982,0.637040742
TRMT12,20.63832931,-0.053737704,0.090712488,0.234753479,0.635720388
RPL23AP55,5.506563915,0.047649461,0.097126514,0.195258358,0.593525305
LYPLA1,41.84200803,0.052159533,0.094040253,0.224883484,0.625134382
RNVU1-22,11.83538677,-0.028284051,0.095089577,0.063844791,0.376436908
CFAP144,7.573756965,0.037328529,0.097631136,0.12438442,0.499316968
RNU5B-2P,4.385332562,-0.04305748,0.098240697,0.164197382,NA
ITGB2,57.96491898,-0.045743092,0.097584524,0.182584971,0.577796607
ECHDC3,18.49791105,-0.041259917,0.098029317,0.151829259,0.538875615
KRT18P4,2.373557931,-0.04105888,0.098233922,0.150647596,NA
COL8A2,17.36093865,-0.041347543,0.098017476,0.152796058,0.540275344
EXD2,14.2679613,-0.054273502,0.089599956,0.239035816,0.639374338
MRPS21P9,6.11170817,-0.037009678,0.097479586,0.122680358,0.497259549
ZNF652,26.24389079,-0.055982758,0.082263133,0.249884715,0.648785418
PTN,12.91228432,0.082316664,0.149343731,0.389479352,0.759051459
NLRX1,10.42347043,-0.053948416,0.090450045,0.237251735,0.638051418
CTSS,202.5467554,0.052873553,0.091432776,0.230480115,0.630943652
PDZD2,9.14193692,0.04438662,0.098094434,0.174214624,0.567054026
GTF2F2P1,6.173316371,-0.042859618,0.098178071,0.163780351,0.55283891
RIN3,8.111111018,-0.051133125,0.094808405,0.219706796,0.620703748
TBC1D10A,6.47496277,-0.049895755,0.095911229,0.211667616,0.611255215
ZFP91,28.41913146,0.056076546,0.072895189,0.251202846,0.650656553
PRR13,27.04585269,0.056513801,0.085610726,0.253913662,0.653016977
FHIP2A,26.84647197,0.056426198,0.077313369,0.253426059,0.653016977
RNU6-574P,7.989387997,-0.040584224,0.097940442,0.14831503,0.53309593
HMGB1P19,2.747376629,-0.042308809,0.098256779,0.16036016,NA
RN7SL689P,6.432823245,-0.046912777,0.097390459,0.191936059,0.589153424
TRPS1-AS1,19.68282245,0.047685167,0.097227856,0.197204222,0.597542193
LLGL2,38.42753588,-0.050646762,0.094531863,0.216897657,0.617164506
REEP6,11.0863836,-0.034889428,0.096925768,0.108777692,0.473673673
CCDC120,5.722687541,-0.048740609,0.096279122,0.204490231,0.603380847
SLC25A25,17.28090711,0.049015466,0.096412088,0.206359892,0.605138929
PRKCE,13.55550499,-0.052998641,0.091745207,0.23238152,0.632572184
ZYG11A,3.528959182,-0.028851832,0.095236656,0.068558266,NA
LAMP1,92.78878415,0.056141255,0.080637577,0.252432572,0.652041457
FAR1,39.13374631,0.054748186,0.087715405,0.243745471,0.644662572
CITED2,82.25160461,-0.046923264,0.097106024,0.192904346,0.590917191
CSNK1G3,25.93143989,0.056312905,0.075431582,0.253984884,0.653016977
MIR210,6.435270878,0.041146302,0.098072267,0.153408384,0.541292863
KDM2B,5.957341151,-0.048426376,0.095056859,0.203494039,0.602930424
ATP8B2,23.32623194,-0.050090643,0.095153862,0.214582259,0.614678201
UBE2B,27.8955254,0.055975334,0.077554301,0.252281689,0.651988317
APEH,47.8173259,-0.054721785,0.081087839,0.244567777,0.645109627
KLF4P1,2.135520934,-0.037373368,0.097560282,0.127331107,NA
FOSL1,4.814160771,0.034390275,0.096830425,0.106737129,0.470106898
PDE6G,2.280899131,-0.034866078,0.096950606,0.110105153,NA
RPL36,277.8549046,-0.052698437,0.091165186,0.232340854,0.632572184
GABRR2,1.828930789,0.037730346,0.097490136,0.130430088,NA
NEU1,44.91723937,-0.051211975,0.093603124,0.223050814,0.623462331
UPRT,14.09197044,-0.054546175,0.087212494,0.244658791,0.645109627
RN7SL296P,10.41896272,0.043118531,0.097984021,0.168468776,0.560318264
C4BPAP2,2.560402713,-0.031413653,0.095988985,0.086811348,NA
MIDEAS-AS1,3.069875311,-0.043042174,0.098198715,0.168031687,NA
DIPK2A,14.17789811,0.051235186,0.094313163,0.223582745,0.623671624
DYNLT4,4.644137307,0.043572921,0.097865183,0.171903274,0.565104717
KDR,54.77718644,-0.033501999,0.096427136,0.101359205,0.461179399
MYO1D,59.59953501,-0.051228055,0.093596065,0.223839789,0.62404072
POMT1,10.13988392,-0.053892114,0.089552293,0.241059947,0.642234769
SUMO2P8,29.51803853,-0.049451294,0.095578341,0.212216345,0.61163456
SEC31B,4.156796475,-0.046210272,0.097606893,0.190452974,NA
SLC24A3,7.758628661,0.043346635,0.097935813,0.170709587,0.563433886
NECTIN3,10.36192857,-0.038167448,0.097533234,0.134402668,0.514245234
MALRD1,4.489048255,-0.030803538,0.095810907,0.083196308,NA
LOXL4,15.88273124,-0.041212123,0.101723716,0.156150916,0.54574013
CBR4,18.96769082,0.055288937,0.083647062,0.250706945,0.649932857
KCNRG,5.655496116,-0.046153924,0.097509335,0.190660786,0.588488256
SPTBN5,2.761643904,-0.041869976,0.098097039,0.1611256,NA
ACER2,6.67482519,-0.03166462,0.088396959,0.089472636,0.438133356
PTBP2,7.475228494,0.051566599,0.093037528,0.227201836,0.627172652
RESF1,74.41493484,0.053194404,0.090807733,0.237753864,0.638198719
ACMSD,2.193204717,-0.036726339,0.097357427,0.124938071,NA
BORCS8,4.042287599,-0.045832878,0.097425582,0.188933816,NA
CANT1P1,32.91924771,-0.031876671,0.096069721,0.091111048,0.441789164
AMIGO1,5.651766672,-0.045481869,0.097616906,0.186690799,0.582099896
CCDC152,2.065798322,-0.038384609,0.09766576,0.137182031,NA
ITGAX,23.44581533,0.048001356,0.096704231,0.204307611,0.603300534
TRAJ56,3.809145179,-0.033419859,0.096467679,0.102267498,NA
TRDC,3.415620199,-0.033092891,0.09643001,0.10003508,NA
ILF3-DT,16.08266817,-0.051679138,0.092967424,0.229058273,0.62935469
MIR4677,20.46899737,-0.047895056,0.096393684,0.203919879,0.603147623
CCT8,95.51576578,0.055780505,0.077350961,0.2553467,0.653735731
CDH13,2.289390599,0.040075227,0.097742261,0.149708284,NA
PMM1,11.13759801,-0.04290615,0.09780202,0.169730526,0.562530353
MTF2,24.6333154,0.055494982,0.078592199,0.253815195,0.653016977
NMT2,6.554628256,-0.05027985,0.094626805,0.220197232,0.621062192
SELENOT,59.13502304,0.055655981,0.08076639,0.255135997,0.653735731
IMPDH1P10,2.148092569,-0.039363471,0.097811678,0.145148472,NA
PDE5A,19.09179362,0.052454878,0.09187961,0.235015233,0.635720388
AK9,4.217047456,0.045352994,0.097278017,0.187333783,NA
ATP6V0E1,213.8108901,-0.051139401,0.092838433,0.226458251,0.62680036
SYT12,6.95395851,-0.0214449,0.093053231,0.02900334,0.271552497
MYO18A,18.44102853,-0.054474084,0.086908774,0.248280605,0.647045213
INTS13,24.12460134,0.054079915,0.087312332,0.24580816,0.645370032
CDV3,124.5308523,0.055785535,0.078335195,0.256638934,0.655573586
TACC1,50.30529847,0.050577907,0.094689203,0.223170621,0.623473808
NUDT1,11.43252886,-0.050897636,0.093973058,0.225353078,0.625702449
FAM43A,4.874045467,0.043752881,0.09764848,0.176684051,0.569896032
RNF126,12.30250194,-0.053491699,0.089589902,0.242300861,0.64279532
ARRDC1,22.85723139,-0.054428618,0.086688088,0.248299829,0.647045213
SCHIP1,1.97592001,0.038690617,0.097562106,0.140967585,NA
MAMDC2-AS1,3.028700228,-0.040824254,0.097763968,0.156271524,NA
SIGLEC12,5.180300775,-0.029715358,0.095457143,0.0780878,0.413770345
FHAD1,2.90525949,0.040883202,0.097807097,0.156872897,NA
NCKAP1,36.01283443,0.055350089,0.082012942,0.254650401,0.653608502
PARS2,7.652802043,-0.05084664,0.094207886,0.225628195,0.625835421
DTNB,12.41142534,-0.050309848,0.09462974,0.222100169,0.622793393
RNVU1-30,11.09606675,-0.037462886,0.097316234,0.132600866,0.510736209
DCTN5,22.00414499,-0.05567089,0.077188855,0.256779976,0.655822262
TRBV9,2.886492648,-0.038422323,0.097599094,0.139657822,NA
IGLV3-21,822.5425541,0.033401833,0.09655611,0.1040025,0.464367346
THAP2,4.166781016,-0.040733279,0.097787756,0.156501796,NA
ESR1,7.511788248,-0.036660657,0.097192912,0.127514365,0.503530355
TFB2M,30.5096802,0.053231084,0.08977615,0.24215783,0.64279532
SLC34A3,1.994299954,-0.036368072,0.097169985,0.125517793,NA
ASF1A,24.78001514,0.053543529,0.089223211,0.244388659,0.645109627
TKT,99.561961,-0.045945522,0.096935778,0.193611465,0.591517445
DDX39BP1,2.833082454,-0.033846312,0.096557714,0.107681684,NA
CDCA7,17.55797103,-0.033114608,0.096360439,0.102692048,0.463581314
MIR370,5.558747522,-0.029870975,0.096609892,0.080230148,0.419187662
GLI4,7.972616502,-0.047470744,0.096547333,0.204472153,0.603380847
TPM4,73.90324712,0.051562921,0.092800729,0.231958378,0.632001316
TBC1D1,16.60612026,0.051236358,0.093357096,0.229920185,0.630071762
KDM1A,50.8007648,0.055135759,0.069264565,0.255337656,0.653735731
RNU6-1153P,14.54027313,-0.050125513,0.094403943,0.222774128,0.623269276
LYZ,722.7104326,0.040896054,0.097907744,0.158860105,0.547272797
JAM2,4.260922047,0.045770568,0.09700998,0.193255543,NA
SLC10A7,10.76794371,0.053155623,0.088448044,0.243009781,0.643765763
LOC388282,2.661326079,0.035495321,0.096895063,0.120334917,NA
LOC124904382,3.089694309,0.042481424,0.097567464,0.17046371,NA
TAFA5,4.3065072,0.041451943,0.09767226,0.163179885,NA
LINC01671,9.703143763,-0.029066948,0.095231026,0.075427446,0.408281993
TERF2IP,28.44218112,-0.054761297,0.083875136,0.253641502,0.653016977
ROMO1,144.1459519,-0.051385002,0.092288456,0.231933418,0.632001316
POLR3K,12.90870992,-0.05341598,0.089060749,0.245219529,0.645178813
SNORA70F,8.385010315,-0.047135614,0.096532538,0.203780726,0.603147623
GRK6,23.10664234,-0.05411308,0.086710825,0.250209302,0.648785418
MASP2,2.694717874,-0.041156328,0.097825008,0.161857454,NA
IGHV2-70,170.4629651,0.033710347,0.096590747,0.10827409,0.473265605
FAM86EP,2.76968803,-0.041741635,0.097889192,0.166086722,NA
ST3GAL1,43.46679551,0.044875549,0.097533313,0.188376931,0.584811036
TATDN2P2,21.12932442,0.051417158,0.092891993,0.233206756,0.633447956
HAUS8,3.001477588,-0.042603478,0.097742814,0.172581672,NA
DNAH12,3.322281321,0.032895797,0.096343285,0.102804175,NA
SNRPG,42.48346504,0.053543571,0.088568519,0.247250123,0.64675814
COL8A1,79.81701502,-0.045672092,0.096841408,0.194434054,0.592442367
SRPRB,39.44538866,0.053973393,0.08976027,0.250221105,0.648785418
LOC124903590,3.653298704,0.036101715,0.097063179,0.12603702,NA
LOC124900524,7.229675467,0.049739168,0.09468224,0.222749193,0.623269276
FAM169A,2.357155439,-0.032585216,0.096219058,0.10107838,NA
JAG1,25.42911149,0.045328408,0.097350438,0.192617171,0.590398967
SRC,22.79122311,0.052930638,0.089713828,0.244095502,0.645109627
MACF1,119.7905497,-0.054581246,0.082612153,0.254866625,0.653735731
DNAH17,2.305838257,0.036005057,0.096961592,0.125994336,NA
RPS20P31,4.028731497,-0.043218638,0.097606123,0.178044839,NA
FBXW9,6.794022697,-0.049773405,0.094815117,0.223553907,0.623671624
NEK1,10.59058518,0.050977339,0.086530443,0.231674863,0.63180227
SCAT2,3.900659586,-0.044299498,0.097513058,0.18584403,NA
LMNB2,31.11122314,-0.047059581,0.096243275,0.205148823,0.603952616
LINC00342,69.56137402,-0.029455541,0.095317438,0.079786859,0.418156685
MEX3C,18.60561644,0.054660372,0.082170545,0.256026493,0.65448236
RNY1P15,11.98143642,-0.048803604,0.095100504,0.217412845,0.61782787
RNU6-1283P,29.00697448,-0.043307232,0.097396896,0.179180896,0.57333303
ZBTB6,13.35451942,0.054155341,0.085624254,0.252896662,0.652789316
HSPA12B,4.792257561,0.043873437,0.097315119,0.183296287,0.57783669
PTP4A1P3,3.83630625,0.04404405,0.097287853,0.184570229,NA
HDAC1,67.38236381,0.05324707,0.088219219,0.247263851,0.64675814
PPARGC1A,6.371764826,0.030607136,0.09570847,0.088012615,0.434133864
SNAI2,9.583887676,0.045403881,0.097062973,0.194446007,0.592442367
DPYD-AS1,8.875103977,-0.046449694,0.096643243,0.201752587,0.600973671
OR10AD1,4.776692712,-0.039373605,0.09750701,0.151354599,0.538518179
MYCL,4.679705997,0.058614837,0.111796715,0.281553169,0.68009544
HAUS4,14.4615083,-0.052031121,0.091110459,0.240036807,0.640980692
DIPK2B,4.907852987,0.043952838,0.097305256,0.184807414,0.580260232
VAPB,18.07957776,-0.052266484,0.090873861,0.241756077,0.642428625
SRBD1,23.07684707,0.054933497,0.076695956,0.259067475,0.658521357
MRPS23,19.60731899,-0.052192048,0.089582448,0.241392522,0.642428625
DCLRE1C,11.25461471,0.053233771,0.086851758,0.248210394,0.647045213
UQCR11,10.12427394,-0.052980231,0.089418117,0.246573592,0.646475043
IL1RAP,14.62902929,0.0474931,0.096165107,0.209807036,0.608977398
FANCF,11.99026928,0.052375592,0.089852923,0.242741229,0.643394994
IGKV1-12,250.1919943,0.035663309,0.097006224,0.125044205,0.500243476
TMEM131,26.50907731,0.054795703,0.080313855,0.258459613,0.658096488
DENND5B,8.620991492,0.04611866,0.096691063,0.200506922,0.600390063
ELOVL1,70.43726834,0.052874806,0.089624789,0.246251555,0.646082126
GPSM3,27.54226798,-0.050071859,0.093496415,0.227734536,0.627517233
HEATR3,15.91104917,-0.053114997,0.087439775,0.247958363,0.647045213
STAG3L4,13.25131025,-0.053815773,0.086130017,0.252551303,0.6522359
WDR54,11.19545627,-0.048345401,0.095390933,0.216200943,0.61636774
CCHCR1,14.13626312,-0.049716518,0.094224152,0.225650986,0.625835421
GLOD4,20.93520102,0.054672672,0.080645701,0.258378297,0.658096488
HECTD2,6.300394638,0.049665999,0.094246554,0.225440339,0.625707323
DPYSL3,101.148045,0.046559127,0.096422948,0.204231936,0.603300534
TMEM186,9.316587864,-0.051130835,0.092570285,0.23544391,0.635848109
DPRXP4,6.233338063,-0.045940924,0.096812282,0.19999994,0.600337131
RPL35AP17,3.294759822,-0.042603647,0.097633788,0.176638048,NA
NPM1P30,5.049867713,-0.03852058,0.097334275,0.146998664,0.532059307
GUSB,59.49432198,-0.051414707,0.091357177,0.237769846,0.638198719
PTPRC,66.15673505,0.049659229,0.094353182,0.226080001,0.626409746
ZNF445,8.905686055,-0.052139325,0.091019902,0.242793561,0.643420082
ACADS,21.57768313,-0.048195403,0.095137233,0.21626584,0.616435675
CCR2,11.86879085,-0.042275513,0.097410254,0.174678614,0.567842123
RN7SL749P,7.895681843,0.041743318,0.097528587,0.171038771,0.563740236
LAMP3,53.44726939,-0.03630201,0.09699016,0.131265706,0.508989472
ZSWIM4,6.389814971,-0.047409638,0.095992205,0.211262545,0.610757088
RAB42P1,1.606852635,-0.035987965,0.097049958,0.129006038,NA
SLC52A3,3.002672326,0.041969668,0.097360492,0.17273435,NA
MPZL2,111.3308161,-0.040864254,0.097349656,0.164747915,0.553521132
ZNF778-DT,3.994298759,-0.044442794,0.097203495,0.190552409,NA
GOLGA3,61.42498078,-0.053831689,0.08434782,0.254459391,0.653602553
ENPP1,3.574430389,0.040597916,0.097438817,0.162962183,NA
SAP130,19.19199097,-0.054803437,0.079329325,0.260953619,0.660302398
MAML2,22.91648318,-0.049358575,0.093813205,0.225118165,0.625166263
SLC44A3-AS1,5.866073463,0.045931794,0.096567748,0.201421988,0.600390063
USP12P1,2.233332246,-0.037733498,0.097320037,0.142403986,NA
C11orf58,40.1211347,0.055852663,0.071953047,0.268014978,0.667148394
SNORD13P1,2.709750588,0.036571445,0.097012876,0.133885279,NA
TXLNA,70.08719886,-0.054441174,0.08046324,0.259047543,0.658521357
GSTM2,2.136264792,-0.038853359,0.097464962,0.150673648,NA
RPL30P13,3.628009053,-0.04197024,0.097501048,0.17343304,NA
NDUFA8,63.25372442,0.054773035,0.079826206,0.261261991,0.660962762
XRN2,119.6088839,0.054138279,0.085086584,0.257266738,0.656688551
HABP4,6.628607518,-0.049315416,0.094334235,0.225394613,0.625702449
HSP90B1,452.0273864,0.051170366,0.091663891,0.237976647,0.638198719
MIR210HG,10.0414331,0.04639115,0.096376746,0.20575342,0.604375506
PABPC1P1,7.776440054,-0.049419438,0.094439821,0.226873919,0.627172652
CYP4A44P,4.791786454,-0.022363664,0.09328431,0.037728335,0.301706081
PNKD,28.10833683,0.052472236,0.089369098,0.247534696,0.646960785
LBR,38.96057062,0.053275941,0.086076586,0.252983042,0.652789316
EFCAB13-DT,3.441051022,-0.028304686,0.094958742,0.075470761,NA
NAT10,31.26676184,-0.054811591,0.075542222,0.263333878,0.661969768
POLM,16.93586285,-0.053972773,0.085482303,0.257931864,0.657645197
ATG5,22.12900655,0.054635776,0.078162831,0.262339033,0.66140785
LOC105371887,4.127929009,0.035679152,0.09687436,0.128878419,NA
CICP14,18.56263482,-0.051746077,0.090689671,0.243582221,0.644599637
SNX17,57.31282478,-0.054390779,0.068858591,0.260900685,0.660302398
CYCSP2,2.518502828,-0.039866625,0.097489514,0.160097847,NA
KHDRBS2,10.06336765,-0.028456157,0.094990388,0.076833853,0.412178745
LOC124900394,7.98323169,-0.045728684,0.096513769,0.202654466,0.602015546
RNU6-435P,4.356437834,-0.037504166,0.09709176,0.142875362,NA
NAA60,10.56290222,-0.052484174,0.08916093,0.249067953,0.648034318
SMAD3,22.14092532,0.049709554,0.093934868,0.230491956,0.630943652
